id,created_at,client_id,channel,topic,priority,agent_id,first_reply_at,resolved_at,status,reopened,csat
t004257,2025-02-24 10:29:00,u02978,чат,доступ и пароли,2,a15,2025-02-24 11:42:58,2025-02-24 12:47:21,решено,0,5
t001319,01.04.2025 11:07,u06481,чат,техническая проблема,1,a08,2025-04-01 11:36:42,2025-04-01 23:20:34,решено,0,
t002668,2025-06-20 05:20:00,u00260,чат,техническая проблема,1,a16,2025-06-20 05:44:36,2025-06-20 16:19:31,решено,0,
t005462,2025-01-19 03:10:00,u08158,чат,расписание и посещаемость,2,a14,2025-01-19 03:17:41,2025-01-18 02:57:43,решено,0,5
t004741,05.04.2025 17:03,u03388,почта,доступ и пароли,1,a03,2025-04-05 17:16:30,2025-04-05 18:52:19,решено,0,
t004832,03.01.2025 13:12,u08168,почта,доступ и пароли,1,a05,2025-01-03 13:21:15,,в работе,0,
t002853,26.02.2025 11:25,u08103,форма,доступ и пароли,3,a10,2025-02-26 11:31:57,2025-02-26 12:58:25,решено,0,
t005631,2025-03-15 04:57:00,u03458,чат,доступ и пароли,2,a06,2025-03-15 06:05:48,2025-03-15 06:20:40,решено,0,
t003595,11.02.2025 04:11,u02472,чат,расписание и посещаемость,3,a06,2025-02-11 05:40:42,2025-02-11 07:09:00,решено,0,
t000841,2025-02-08 11:12:00,u01777,телефон,доступ и пароли,2,a01,2025-02-08 11:29:33,2025-02-07 10:56:26,решено,1,
t005213,2025-04-07 04:24:00,u07038,чат,расписание и посещаемость,2,a05,2025-04-07 05:01:48,2025-04-07 08:23:28,решено,0,
t005143,2025-04-23 18:39:00,u05293,телефон,доступ и пароли,1,a04,2025-04-23 18:51:44,2025-04-23 19:42:49,решено,0,
t000589,2025-01-02 08:17:00,u04334,чат,техническая проблема,1,a02,2025-01-02 08:40:55,2025-01-02 17:50:40,решено,0,
t003353,2025-01-24 13:36:00,u05303,чат,доступ и пароли,2,a06,2025-01-24 13:47:43,2025-01-24 13:59:58,решено,0,5
t000383,2025-01-13 04:02:00,u04774,телефон,доступ и пароли,3,a03,2025-01-13 04:09:22,2025-01-13 05:26:28,решено,0,
t000929,2025-06-12 09:41:00,u06579,чат,прочее,2,a16,2025-06-12 09:56:29,2025-06-12 14:10:49,решено,1,
t004018,2025-03-07 12:34:00,u05314,форма,доступ и пароли,2,a08,2025-03-07 12:54:49,2025-03-07 13:28:49,решено,0,4
t000950,12.01.2025 11:03,u08085,чат,оплата и документы,3,a13,2025-01-12 12:05:38,2025-01-12 16:49:19,решено,0,
t003656,03.02.2025 11:50,u02940,телефон,прочее,2,a09,2025-02-03 11:52:32,2025-02-03 19:24:14,закрыто без ответа,0,
t000700,2025-06-22 07:35:00,u02722,почта,доступ и пароли,3,a05,2025-06-22 08:17:36,2025-06-22 08:39:06,решено,0,
t000030,2025-05-25 07:31:00,u06842,телефон,доступ и пароли,1,a09,2025-05-25 08:15:41,,в работе,0,
t003170,18.01.2025 03:32,u00792,форма,доступ и пароли,1,a12,2025-01-18 03:39:01,2025-01-18 04:25:21,решено,0,3
t000736,2025-06-07 08:07:00,u02534,форма,расписание и посещаемость,2,a11,2025-06-07 09:10:25,2025-06-07 12:40:05,решено,0,
t002149,05.01.2025 01:42,u04077,чат,оплата и документы,3,a07,2025-01-05 02:02:22,2025-01-05 07:09:43,решено,0,4
t000908,2025-01-04 01:25:00,u08666,чат,доступ и пароли,1,a09,2025-01-04 01:36:50,2025-01-04 01:57:36,решено,0,5
t005027,2025-03-05 02:13:00,u05144,почта,доступ и пароли,2,a03,2025-03-05 03:38:49,2025-03-05 05:38:08,решено,0,
t005208,2025-03-04 10:59:00,u05039,почта,оплата и документы,2,a10,2025-03-04 12:45:49,2025-03-04 13:44:32,решено,0,
t003843,22.04.2025 06:48,u03957,чат,оплата и документы,3,a17,2025-04-22 07:10:36,2025-04-22 13:25:29,решено,0,
t002290,07.01.2025 04:00,u08929,почта,доступ и пароли,3,a12,2025-01-07 05:27:52,2025-01-07 05:44:01,решено,0,
t001239,2025-05-04 15:25:00,u07372,чат,техническая проблема,2,a06,,,новое,0,
t000923,2025-06-07 10:41:00,u01982,почта,доступ и пароли,2,a05,2025-06-07 11:15:35,2025-06-07 11:22:14,решено,0,
t000401,2025-01-13 07:37:00,u04372,почта,техническая проблема,1,a14,2025-01-13 08:34:58,2025-01-14 04:45:35,решено,0,5
t000362,2025-03-07 09:18:00,u03634,телефон,прочее,2,a09,2025-03-07 11:04:55,2025-03-07 19:08:32,решено,0,
t004701,2025-02-01 04:34:00,u00662,почта,доступ и пароли,2,a18,2025-02-01 04:58:33,2025-02-01 05:50:09,решено,0,4
t004326,2025-01-24 12:52:00,u04157,чат,техническая проблема,3,a13,2025-01-24 13:15:22,2025-01-25 10:05:15,решено,0,
t000581,2025-01-04 08:49:00,u06929,почта,доступ и пароли,1,a07,2025-01-04 08:57:25,2025-01-04 10:00:39,решено,0,
t005835,18.03.2025 11:13,u06072,почта,техническая проблема,1,a12,2025-03-18 12:31:06,2025-03-19 07:34:33,решено,0,4
t000014,2025-06-19 06:31:00,u05679,чат,оплата и документы,2,a01,2025-06-19 07:27:57,2025-06-19 12:11:57,решено,0,3
t002162,2025-06-19 07:55:00,u04338,почта,расписание и посещаемость,2,a10,2025-06-19 08:32:26,2025-06-19 15:17:14,решено,0,
t000324,21.02.2025 09:08,u04555,чат,расписание и посещаемость,2,a14,2025-02-21 09:27:58,2025-02-21 13:45:39,решено,1,1
t004461,24.04.2025 01:21,u04745,телефон,оплата и документы,2,a17,2025-04-24 01:31:05,,в работе,0,
t003083,2025-06-04 08:11:00,u01796,чат,техническая проблема,1,a16,2025-06-04 08:12:49,2025-06-04 17:19:16,решено,0,
t005267,2025-03-08 11:32:00,u05181,телефон,техническая проблема,2,a17,2025-03-08 11:55:11,2025-03-08 17:50:45,решено,1,
t001351,2025-04-22 01:43:00,u07906,чат,техническая проблема,1,a08,2025-04-22 01:45:05,2025-04-22 05:10:22,решено,0,
t002214,2025-03-13 03:39:00,u00044,чат,доступ и пароли,1,a15,2025-03-13 04:01:48,2025-03-13 04:36:41,решено,0,5
t000932,2025-03-05 08:48:00,u08636,почта,техническая проблема,3,a12,2025-03-05 09:53:19,2025-03-06 00:43:50,решено,0,
t001965,2025-01-07 03:41:00,u05311,чат,прочее,1,a04,2025-01-07 05:20:00,2025-01-07 12:23:03,решено,0,3
t005218,2025-05-22 13:58:00,u02714,чат,техническая проблема,3,a05,,,новое,0,
t004559,2025-01-27 08:50:00,u05416,чат,доступ и пароли,2,a05,2025-01-27 10:32:56,2025-01-27 11:26:33,закрыто без ответа,0,4
t000229,11.06.2025 07:01,u04967,почта,техническая проблема,3,a07,2025-06-11 07:33:06,2025-06-12 15:32:41,решено,0,
t001259,2025-05-03 03:55:00,u08063,чат,оплата и документы,2,a10,2025-05-03 04:10:04,2025-05-03 07:08:07,решено,1,
t001933,2025-03-27 04:54:00,u05139,почта,доступ и пароли,2,a16,2025-03-27 05:33:30,2025-03-27 05:59:00,решено,0,
t001534,2025-06-03 11:12:00,u02747,Чат,оплата и документы,2,a15,2025-06-03 11:35:03,2025-06-03 16:06:04,решено,0,
t002958,2025-01-22 01:42:00,u04142,чат,доступ и пароли,3,a06,2025-01-22 02:22:35,2025-01-22 02:56:32,решено,0,5
t001302,2025-06-05 07:15:00,u02031,почта,доступ и пароли,2,a04,2025-06-05 07:36:48,,в работе,0,4
t004166,2025-03-05 03:52:00,u05959,чат,расписание и посещаемость,3,a06,2025-03-05 05:23:51,2025-03-05 08:02:47,решено,0,
t004031,2025-03-03 14:38:00,u01935,чат,техническая проблема,2,a07,2025-03-03 16:23:37,2025-03-04 06:43:10,решено,0,4
t003188,2025-03-05 11:57:00,u08798,чат,доступ и пароли,3,a01,2025-03-05 12:59:58,2025-03-05 13:05:35,решено,0,5
t001653,2025-04-21 02:40:00,u01328,чат,техническая проблема,2,a01,,,новое,0,
t005737,2025-06-02 13:57:00,u08224,телефон,доступ и пароли,3,a01,2025-06-02 14:10:49,2025-06-02 16:50:51,решено,0,5
t004445,22.05.2025 05:37,u01786,чат,прочее,2,a03,2025-05-22 06:01:28,2025-05-22 07:39:23,решено,0,
t002314,04.05.2025 10:15,u02903,чат,расписание и посещаемость,1,a17,2025-05-04 10:17:35,2025-05-04 15:51:10,решено,0,
t000124,2025-06-13 05:10:00,u05908,почта,техническая проблема,2,a06,2025-06-13 05:39:29,2025-06-13 16:50:10,решено,0,
t002544,2025-06-02 01:04:00,u02759,чат,техническая проблема,2,a17,2025-06-02 02:06:14,2025-06-02 08:56:36,решено,1,
t002813,2025-04-04 10:14:00,u06973,чат,техническая проблема,1,a18,2025-04-04 10:28:08,2025-04-05 01:52:54,решено,0,5
t005088,2025-03-27 13:13:00,u03682,чат,доступ и пароли,1,a15,2025-03-27 13:26:08,2025-03-27 15:51:41,решено,0,4
t005367,01.04.2025 02:48,u05873,чат,доступ и пароли,1,a08,2025-04-01 03:30:20,2025-04-01 03:50:13,решено,0,
t002384,05.02.2025 11:54,u01403,чат,доступ и пароли,2,a04,2025-02-05 12:20:04,2025-02-05 14:12:12,решено,0,
t003251,06.04.2025 01:30,u00494,чат,расписание и посещаемость,2,a02,2025-04-06 02:31:29,2025-04-06 02:49:52,решено,0,
t004416,2025-01-01 10:51:00,u00431,почта,расписание и посещаемость,3,a02,2025-01-01 10:53:16,2025-01-01 12:35:17,решено,0,
t002751,24.05.2025 13:08,u05063,почта,расписание и посещаемость,2,a07,2025-05-24 13:13:05,2025-05-24 15:34:02,решено,0,
t005549,2025-05-19 04:40:00,u08664,чат,оплата и документы,2,a15,,,новое,0,
t003615,2025-01-06 19:49:00,u07141,почта,доступ и пароли,2,a12,2025-01-06 21:10:45,2025-01-06 21:50:34,решено,0,
t005153,2025-03-14 01:05:00,u06523,чат,расписание и посещаемость,2,a12,2025-03-14 01:28:43,2025-03-14 02:41:24,решено,0,5
t004784,13.05.2025 08:42,u01635,чат,расписание и посещаемость,2,a05,2025-05-13 09:04:01,2025-05-13 11:41:58,решено,0,
t000529,2025-04-20 01:00:00,u04224,форма,доступ и пароли,3,a12,2025-04-20 01:15:00,2025-04-20 01:55:28,решено,0,4
t004261,2025-06-19 10:08:00,u04338,телефон,техническая проблема,1,a16,2025-06-19 10:12:56,2025-06-19 20:18:36,решено,0,
t004995,17.02.2025 01:19,u03791,чат,доступ и пароли,1,a01,2025-02-17 01:40:17,2025-02-17 02:32:32,решено,0,
t001985,07.04.2025 10:56,u01557,чат,оплата и документы,1,a17,2025-04-07 11:31:46,,в работе,0,5
t005632,03.01.2025 10:10,u00560,Чат,доступ и пароли,2,a05,2025-01-03 11:43:07,,в работе,0,
t004776,06.06.2025 02:40,u07082,чат,техническая проблема,2,a15,2025-06-06 03:35:42,2025-06-06 07:49:47,решено,0,
t005310,09.04.2025 09:26,u03171,телефон,оплата и документы,2,a09,2025-04-09 10:28:54,2025-04-09 13:12:36,решено,0,
t005861,2025-01-20 15:31:00,u07000,телефон,доступ и пароли,1,a07,2025-01-20 15:45:26,2025-01-20 19:09:27,решено,0,
t004852,2025-04-17 13:19:00,u07584,чат,оплата и документы,1,a04,2025-04-17 13:24:53,2025-04-17 14:58:46,закрыто без ответа,0,
t005964,2025-04-22 14:05:00,u00738,чат,оплата и документы,1,a01,2025-04-22 14:18:11,2025-04-22 16:10:50,решено,0,
t004424,2025-02-07 08:08:00,u07669,чат,доступ и пароли,1,a12,2025-02-07 08:26:50,2025-02-07 09:16:35,решено,1,
t004846,2025-06-02 08:43:00,u03119,чат,доступ и пароли,2,a16,2025-06-02 08:48:05,2025-06-02 09:26:17,решено,0,
t005853,2025-05-04 11:41:00,u06640,чат,расписание и посещаемость,2,a15,2025-05-04 11:52:05,2025-05-04 15:49:44,решено,0,5
t005564,2025-01-04 14:07:00,u03233,почта,оплата и документы,3,a05,2025-01-04 15:16:51,,в работе,0,
t005996,18.06.2025 03:07,u06918,чат,расписание и посещаемость,2,a12,2025-06-18 03:21:31,2025-06-18 04:50:00,закрыто без ответа,1,
t005011,2025-04-12 05:35:00,u03227,чат,оплата и документы,2,a18,2025-04-12 05:48:48,2025-04-12 12:03:32,решено,0,3
t005164,2025-01-20 11:58:00,u01262,телефон,расписание и посещаемость,2,a10,2025-01-20 13:46:30,2025-01-20 16:56:20,решено,0,5
t003488,2025-01-05 11:31:00,u02345,почта,доступ и пароли,2,a03,2025-01-05 12:49:02,2025-01-05 13:00:00,решено,0,1
t001276,2025-04-02 10:16:00,u03170,чат,техническая проблема,2,a10,2025-04-02 10:53:55,2025-04-02 15:09:00,решено,0,
t002642,2025-04-01 05:57:00,u02564,телефон,оплата и документы,1,a01,2025-04-01 06:19:24,2025-03-31 06:12:38,решено,0,
t004809,2025-04-18 09:02:00,u01557,телефон,расписание и посещаемость,2,a11,2025-04-18 09:43:38,2025-04-18 12:05:13,решено,0,5
t002229,04.05.2025 10:23,u02221,чат,оплата и документы,1,a01,2025-05-04 10:29:26,2025-05-04 14:56:51,решено,0,
t004910,2025-03-07 06:47:00,u05170,чат,NULL,2,a10,2025-03-07 07:05:38,2025-03-07 10:42:57,решено,0,
t004986,03.03.2025 16:06,u08243,почта,оплата и документы,3,a05,2025-03-03 17:30:30,2025-03-02 15:55:13,решено,0,
t000251,2025-04-19 06:24:00,u00895,чат,техническая проблема,1,a18,2025-04-19 06:34:12,2025-04-19 16:59:56,решено,0,
t001227,2025-03-20 06:02:00,u01936,почта,расписание и посещаемость,3,a15,2025-03-20 06:09:38,2025-03-20 07:11:56,решено,0,3
t004168,2025-02-21 10:32:00,u03163,почта,доступ и пароли,1,a02,2025-02-21 11:28:51,2025-02-21 11:41:40,решено,0,
t003132,2025-05-15 13:47:00,u08460,форма,техническая проблема,1,a16,2025-05-15 14:37:00,2025-05-15 21:40:32,решено,0,
t004422,2025-01-24 08:42:00,u08394,чат,доступ и пароли,3,a06,2025-01-24 09:08:48,2025-01-24 11:49:01,решено,0,
t001917,2025-05-02 07:06:00,u07951,почта,оплата и документы,1,a10,2025-05-02 07:12:19,2025-05-02 12:44:40,решено,0,5
t001895,2025-04-18 01:20:00,u07319,чат,оплата и документы,2,a01,2025-04-18 01:48:20,2025-04-18 04:30:19,решено,0,
t003195,16.02.2025 10:46,u01655,почта,доступ и пароли,1,a09,,,новое,0,
t004618,06.01.2025 01:36,u08702,форма,оплата и документы,2,a09,2025-01-06 01:49:01,2025-01-06 04:50:47,решено,0,5
t001882,11.05.2025 08:42,u08833,форма,оплата и документы,1,a01,2025-05-11 09:09:27,2025-05-11 10:11:23,решено,0,
t004983,2025-05-06 19:46:00,u03011,телефон,техническая проблема,1,a08,2025-05-06 19:54:01,2025-05-07 08:29:49,решено,0,
t002527,2025-03-09 09:31:00,u00700,почта,доступ и пароли,2,a03,2025-03-09 10:33:33,2025-03-09 11:05:42,решено,0,
t000945,2025-03-19 08:34:00,u06071,телефон,доступ и пароли,1,a16,2025-03-19 08:41:25,2025-03-19 08:58:51,решено,1,5
t003667,02.01.2025 13:27,u03476,почта,расписание и посещаемость,2,a05,2025-01-02 15:11:30,2025-01-02 15:59:20,решено,0,
t003341,10.03.2025 09:09,u04293,чат,доступ и пароли,2,a04,2025-03-10 10:44:44,,в работе,1,
t000879,2025-04-19 05:33:00,u05561,чат,оплата и документы,3,a17,2025-04-19 05:50:08,2025-04-19 07:49:51,решено,0,
t001721,2025-04-14 08:17:00,u02996,чат,техническая проблема,3,a05,2025-04-14 09:13:29,,в работе,0,
t000468,2025-05-17 08:16:00,u01257,телефон,техническая проблема,1,a01,2025-05-17 08:17:42,2025-05-17 16:51:49,решено,0,
t003678,13.04.2025 13:15,u00607,чат,прочее,3,a02,2025-04-13 13:41:59,2025-04-13 16:30:37,решено,0,
t000498,2025-02-25 14:07:00,u00309,Чат,техническая проблема,1,a10,2025-02-25 14:21:04,2025-02-25 23:56:52,решено,0,
t004939,2025-01-15 04:20:00,u08782,почта,оплата и документы,2,a10,2025-01-15 05:15:24,2025-01-15 10:01:08,решено,0,5
t000139,2025-02-19 02:23:00,u01266,чат,техническая проблема,1,a01,2025-02-19 04:08:33,2025-02-19 08:53:52,решено,0,3
t003474,21.02.2025 11:03,u08675,чат,доступ и пароли,3,a18,2025-02-21 12:50:20,2025-02-21 13:47:51,решено,0,
t005832,2025-01-05 12:01:00,u08394,Чат,техническая проблема,1,a05,2025-01-05 12:28:42,2025-01-05 21:24:19,решено,0,5
t000407,13.06.2025 15:33,u00098,чат,техническая проблема,3,a06,2025-06-13 15:50:49,,в работе,0,
t003150,2025-01-04 07:23:00,u06992,телефон,доступ и пароли,1,a08,2025-01-04 08:53:16,2025-01-04 09:26:46,решено,0,
t003029,04.06.2025 12:36,u03580,телефон,расписание и посещаемость,2,a02,2025-06-04 12:42:13,2025-06-04 14:20:44,решено,0,
t002396,2025-02-27 12:29:00,u04461,чат,оплата и документы,2,a07,2025-02-27 12:40:35,2025-02-27 18:34:42,решено,0,3
t000039,2025-04-22 12:04:00,u04082,почта,оплата и документы,3,a04,2025-04-22 13:05:01,2025-04-22 15:29:12,закрыто без ответа,0,
t004816,2025-03-24 10:23:00,u07634,чат,,2,a10,2025-03-24 10:42:26,2025-03-24 14:56:34,решено,0,5
t002297,18.06.2025 02:28,u02800,чат,прочее,2,a10,2025-06-18 02:44:44,2025-06-18 05:06:56,решено,0,
t001833,2025-02-02 16:13:00,u01414,телефон,техническая проблема,1,a10,2025-02-02 16:36:43,2025-02-02 23:40:17,решено,0,
t000029,2025-02-05 12:32:00,u00518,чат,доступ и пароли,2,a14,2025-02-05 14:09:48,2025-02-05 21:33:04,решено,1,3
t001394,2025-01-05 14:07:00,u04413,чат,техническая проблема,1,a08,2025-01-05 15:08:56,2025-01-05 20:28:53,решено,0,
t001497,2025-05-02 05:32:00,u03715,чат,оплата и документы,2,a05,2025-05-02 06:24:35,2025-05-02 12:33:43,решено,0,
t005905,2025-06-23 03:37:00,u04710,телефон,оплата и документы,2,a03,2025-06-23 04:32:29,2025-06-23 10:49:42,решено,0,
t002391,2025-06-24 15:23:00,u03289,телефон,техническая проблема,1,a10,2025-06-24 15:25:49,2025-06-24 19:33:49,решено,0,
t002859,2025-06-25 02:43:00,u02462,чат,доступ и пароли,2,a16,2025-06-25 03:04:30,2025-06-25 04:30:55,решено,0,
t000784,07.06.2025 05:51,u07512,телефон,оплата и документы,1,a15,2025-06-07 06:11:18,2025-06-07 06:34:01,решено,0,
t004064,2025-02-17 07:49:00,u03982,форма,доступ и пароли,3,a01,2025-02-17 08:08:11,2025-02-17 09:36:03,решено,0,
t003448,24.03.2025 09:59,u02054,чат,прочее,2,a02,2025-03-24 11:35:44,2025-03-24 18:38:35,решено,0,
t001825,2025-02-04 14:53:00,u08931,чат,"",2,a06,2025-02-04 15:19:25,2025-02-04 16:24:06,решено,0,
t000465,07.06.2025 12:29,u07594,чат,расписание и посещаемость,2,a18,2025-06-07 12:44:11,2025-06-07 15:38:35,решено,0,
t001570,2025-06-07 08:44:00,u05942,чат,оплата и документы,1,a09,2025-06-07 09:47:17,2025-06-07 11:29:11,решено,0,
t005038,2025-03-06 10:09:00,u00024,телефон,техническая проблема,1,a16,2025-03-06 11:07:26,2025-03-06 19:32:34,закрыто без ответа,0,5
t002256,19.04.2025 09:26,u05762,телефон,оплата и документы,2,a15,2025-04-19 09:49:56,2025-04-19 12:17:01,решено,0,
t001836,2025-02-24 08:33:00,u03998,почта,доступ и пароли,2,a15,2025-02-24 09:02:19,2025-02-24 09:20:04,решено,0,
t001083,19.03.2025 16:50,u07509,чат,доступ и пароли,2,a16,2025-03-19 17:45:13,2025-03-20 00:24:23,решено,0,
t001452,2025-06-08 15:42:00,u02176,телефон,доступ и пароли,2,a12,2025-06-08 15:45:05,2025-06-07 15:13:32,решено,0,5
t000357,2025-02-10 13:05:00,u08015,чат,оплата и документы,1,a14,2025-02-10 14:34:45,2025-02-10 15:43:06,решено,0,5
t001478,2025-01-19 04:09:00,u01209,почта,доступ и пароли,3,a11,2025-01-19 05:08:29,2025-01-19 08:37:01,решено,0,
t004171,2025-05-24 04:27:00,u04895,телефон,расписание и посещаемость,2,a07,2025-05-24 05:14:05,2025-05-24 05:24:14,решено,0,
t000948,2025-03-12 09:32:00,u03546,форма,оплата и документы,2,a05,2025-03-12 10:30:59,2025-03-12 14:37:47,решено,0,
t005559,2025-03-03 11:53:00,u08243,почта,оплата и документы,2,a16,2025-03-03 13:00:45,2025-03-03 21:07:23,решено,0,
t001462,2025-01-10 16:14:00,u07079,почта,NULL,2,a12,2025-01-10 16:24:54,2025-01-10 16:59:23,решено,0,
t005698,01.01.2025 05:55,u05333,форма,доступ и пароли,3,a01,2025-01-01 07:43:11,2025-01-01 08:10:48,решено,0,
t005178,2025-03-27 06:50:00,u03911,чат,"",1,a10,2025-03-27 08:37:35,2025-03-27 11:10:23,решено,0,4
t004889,23.05.2025 09:52,u08444,форма,расписание и посещаемость,1,a17,2025-05-23 10:11:10,2025-05-23 13:38:12,решено,0,
t005770,22.05.2025 11:39,u05349,чат,доступ и пароли,1,a01,2025-05-22 11:47:43,2025-05-22 13:31:59,решено,0,
t003269,05.06.2025 11:29,u03147,чат,расписание и посещаемость,1,a08,2025-06-05 11:54:22,2025-06-05 13:50:00,решено,0,
t003250,2025-03-03 14:38:00,u08897,чат,доступ и пароли,2,a06,2025-03-03 15:54:59,2025-03-03 17:30:37,решено,0,
t002193,2025-01-07 13:08:00,u04938,телефон,доступ и пароли,2,a08,2025-01-07 14:29:06,2025-01-07 14:30:47,решено,0,5
t005401,15.03.2025 09:30,u03458,почта,доступ и пароли,1,a03,2025-03-15 09:49:46,2025-03-15 10:03:58,решено,0,
t001869,2025-01-03 12:03:00,u01959,чат,доступ и пароли,1,a10,2025-01-03 12:06:28,2025-01-03 14:03:29,решено,0,4
t003393,2025-06-03 08:40:00,u07659,Чат,техническая проблема,2,a06,2025-06-03 09:06:03,,в работе,0,
t004638,23.06.2025 11:07,u00838,чат,техническая проблема,1,a15,2025-06-23 11:12:41,2025-06-23 18:04:03,решено,0,
t001158,01.03.2025 11:31,u06447,чат,оплата и документы,1,a03,2025-03-01 13:15:26,2025-03-01 14:59:20,решено,0,
t004465,2025-05-18 13:27:00,u00631,телефон,техническая проблема,1,a12,2025-05-18 13:32:29,2025-05-18 23:50:52,решено,0,
t004399,12.03.2025 13:39,u06248,чат,доступ и пароли,2,a06,2025-03-12 14:24:42,2025-03-12 14:33:21,решено,0,2
t003096,2025-02-27 17:46:00,u01189,чат,оплата и документы,2,a09,2025-02-27 18:14:13,2025-02-27 20:02:24,решено,0,
t003889,2025-05-19 07:49:00,u00107,почта,доступ и пароли,2,a02,2025-05-19 08:37:57,2025-05-19 09:39:40,решено,0,
t002252,2025-03-12 06:42:00,u03284,чат,NULL,1,a08,2025-03-12 06:44:48,2025-03-12 13:43:45,решено,0,
t000441,2025-03-03 01:52:00,u00497,телефон,доступ и пароли,1,a11,2025-03-03 03:32:02,2025-03-03 04:55:43,решено,0,
t002389,14.06.2025 13:09,u07340,форма,расписание и посещаемость,2,a08,2025-06-14 13:49:36,2025-06-14 23:24:43,решено,0,
t000087,2025-04-19 11:12:00,u05360,чат,техническая проблема,1,a16,2025-04-19 11:26:00,2025-04-19 22:27:10,решено,0,
t002226,2025-04-07 08:35:00,u07906,чат,техническая проблема,2,a06,,,новое,0,
t005376,2025-02-01 12:39:00,u05807,почта,доступ и пароли,3,a15,2025-02-01 12:52:43,2025-02-01 16:06:10,закрыто без ответа,0,5
t005104,2025-05-04 10:04:00,u02548,телефон,оплата и документы,2,a18,2025-05-04 10:09:41,2025-05-04 13:22:35,решено,0,
t003417,2025-03-17 01:22:00,u05795,чат,доступ и пароли,2,a03,2025-03-17 02:59:01,2025-03-17 03:08:29,решено,0,
t002927,2025-04-22 02:56:00,u07802,форма,оплата и документы,2,a10,2025-04-22 02:59:39,2025-04-22 08:50:05,решено,0,3
t001832,03.05.2025 07:14,u04013,чат,техническая проблема,2,a09,2025-05-03 08:13:09,2025-05-02 07:23:29,решено,0,
t000291,2025-01-01 04:30:00,u07245,почта,оплата и документы,1,a07,2025-01-01 06:15:11,2025-01-01 07:25:18,решено,0,
t003158,2025-02-22 13:06:00,u02742,телефон,доступ и пароли,2,a14,2025-02-22 14:25:23,,в работе,0,3
t003652,06.03.2025 01:03,u06874,чат,техническая проблема,3,a15,2025-03-06 02:26:01,2025-03-06 17:11:18,решено,0,
t001803,2025-06-15 12:02:00,u01755,почта,оплата и документы,1,a04,2025-06-15 12:06:25,2025-06-15 16:50:23,решено,0,
t005870,2025-04-11 12:42:00,u07713,чат,доступ и пароли,1,a06,2025-04-11 13:39:12,2025-04-11 13:51:24,решено,0,
t005579,2025-03-16 13:59:00,u03744,чат,техническая проблема,2,a15,2025-03-16 14:25:24,2025-03-17 02:27:18,решено,0,5
t001813,2025-04-23 10:30:00,u04429,форма,расписание и посещаемость,2,a01,2025-04-23 10:43:19,2025-04-23 12:27:40,решено,1,
t002514,07.05.2025 03:25,u00870,чат,оплата и документы,1,a11,2025-05-07 03:37:04,2025-05-07 04:52:43,решено,0,
t000819,16.02.2025 07:49,u02939,телефон,доступ и пароли,2,a17,2025-02-16 09:10:46,2025-02-16 10:09:50,решено,0,
t005615,01.04.2025 11:23,u06550,почта,расписание и посещаемость,1,a04,2025-04-01 11:28:56,2025-04-01 13:37:01,решено,0,
t003640,2025-05-04 17:29:00,u00974,почта,расписание и посещаемость,2,a18,,,новое,0,
t004556,07.03.2025 01:05,u07383,чат,доступ и пароли,2,a12,2025-03-07 01:21:37,2025-03-07 03:32:34,решено,0,3
t002574,2025-04-04 12:35:00,u07389,чат,доступ и пароли,1,a02,2025-04-04 12:36:06,2025-04-04 16:36:35,решено,0,
t002077,07.03.2025 12:37,u04093,чат,доступ и пароли,2,a12,2025-03-07 12:45:00,2025-03-07 13:31:26,решено,0,5
t000912,18.04.2025 13:39,u07143,почта,оплата и документы,1,a16,2025-04-18 13:51:34,2025-04-18 17:20:42,закрыто без ответа,0,
t001599,2025-02-21 12:12:00,u07378,телефон,доступ и пароли,3,a15,2025-02-21 13:59:07,2025-02-21 15:57:40,решено,0,
t003842,2025-06-03 02:43:00,u07659,чат,оплата и документы,3,a03,2025-06-03 02:58:20,2025-06-03 06:34:43,решено,0,
t003631,2025-02-05 07:18:00,u07617,чат,техническая проблема,1,a06,2025-02-05 07:46:01,2025-02-05 19:02:39,решено,0,4
t001400,2025-03-18 09:24:00,u05171,чат,прочее,2,a08,2025-03-18 10:54:38,2025-03-18 13:54:09,решено,0,5
t003420,2025-06-14 03:05:00,u04333,чат,прочее,1,a06,2025-06-14 03:14:11,2025-06-14 06:06:27,решено,0,
t002533,2025-04-06 12:40:00,u04313,чат,техническая проблема,2,a18,2025-04-06 13:13:47,2025-04-06 22:41:35,решено,1,
t000606,05.05.2025 05:56,u07099,чат,техническая проблема,2,a04,2025-05-05 06:28:43,2025-05-05 20:22:39,решено,0,
t000652,2025-01-20 01:27:00,u01617,чат,доступ и пароли,2,a13,2025-01-20 02:23:12,2025-01-20 05:22:35,решено,0,
t003984,2025-02-04 11:27:00,u01487,телефон,доступ и пароли,2,a14,2025-02-04 12:28:24,2025-02-04 12:48:05,решено,0,
t002524,2025-01-07 10:51:00,u00334,чат,доступ и пароли,2,a05,2025-01-07 12:31:06,2025-01-07 13:02:14,решено,0,4
t004745,07.05.2025 12:14,u06460,чат,техническая проблема,1,a15,2025-05-07 12:15:57,2025-05-08 11:10:40,решено,0,
t004502,2025-05-07 13:14:00,u08742,чат,техническая проблема,1,a10,2025-05-07 13:32:44,2025-05-08 03:28:15,решено,0,
