ts,login,ip,action,object,result,auth_method,session_id,detail
2026-08-26 07:08:57,m.zueva,10.8.14.23,logout,panel,ok,session,s01083,
2026-08-26 07:16:11,i.bortnik,10.8.14.22,logout,panel,ok,session,s01081,
2026-08-26 07:32:32,s.raifa,10.8.14.22,logout,panel,ok,session,s01082,
2026-08-26 07:33:33,a.sokolov,109.252.44.19,logout,panel,ok,session,s01085,
2026-08-26 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-27 05:20:57,i.bortnik,10.8.31.7,login,panel,ok,password+mfa,s01087,
27.08.2026 05:24:57,i.bortnik,10.8.31.7,view_client,ord-74735,ok,session,s01087,
2026-08-27 05:26:57,i.bortnik,10.8.31.7,search_client,ord-57954,ok,session,s01087,
2026-08-27 05:30:57,i.bortnik,10.8.31.7,view_client,ord-98032,ok,session,s01087,
2026-08-27 05:32:14,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01090,
2026-08-27 05:35:57,i.bortnik,10.8.31.7,search_client,ord-92577,ok,session,s01087,
2026-08-27 05:36:14,p.kotov,10.8.14.22,view_order,ord-33018,ok,session,s01090,
2026-08-27 05:41:14,p.kotov,10.8.14.22,view_order,ord-61982,ok,session,s01090,
27.08.2026 06:04:51,d.kravets,10.8.14.23,login,panel,ok,password+mfa,s01086,
2026-08-27 06:07:51,d.kravets,10.8.14.23,view_client,ord-89697,ok,session,s01086,
2026-08-27 06:14:14,p.kotov,10.8.14.22,logout,panel,ok,session,s01090,
2026-08-27 06:14:51,d.kravets,10.8.14.23,update_order,ord-95036,ok,session,s01086,
2026-08-27 06:16:51,d.kravets,10.8.14.23,update_order,ord-85577,ok,session,s01086,
2026-08-27 06:17:25,a.sokolov,10.8.14.23,login,panel,ok,password+mfa,s01091,
2026-08-27 06:20:51,d.kravets,10.8.14.23,view_order,ord-49341,ok,session,s01086,
27.08.2026 06:21:25,a.sokolov,10.8.14.23,view_client,ord-58939,ok,session,s01091,
2026-08-27 06:22:51,d.kravets,10.8.14.23,search_client,ord-30175,ok,session,s01086,
2026-08-27 06:24:51,d.kravets,10.8.14.23,add_note,ord-33675,ok,session,s01086,
2026-08-27 06:26:25,a.sokolov,10.8.14.23,view_client,ord-90049,ok,session,s01091,
2026-08-27 06:28:25,a.sokolov,10.8.14.23,view_order,ord-77507,ok,session,s01091,
2026-08-27 06:31:25,a.sokolov,10.8.14.23,add_note,ord-81439,ok,session,s01091,
2026-08-27 06:32:25,a.sokolov,10.8.14.23,add_note,ord-98747,ok,session,s01091,
27.08.2026 06:37:25,a.sokolov,10.8.14.23,view_order,ord-44255,ok,session,s01091,
2026-08-27 06:45:40,m.zueva,77.88.21.141,login,panel,ok,password+mfa,s01089,
2026-08-27 06:46:49,s.raifa,10.8.44.5,login,panel,ok,password+mfa,s01088,
2026-08-27 06:46:51,d.kravets,10.8.14.23,logout,panel,ok,session,s01086,
2026-08-27 06:49:49,s.raifa,10.8.44.5,add_note,ord-41761,ok,session,s01088,
2026-08-27 06:51:40,m.zueva,77.88.21.141,add_note,ord-72284,ok,session,s01089,
2026-08-27 06:52:40,m.zueva,77.88.21.141,view_client,ord-44018,ok,session,s01089,
27.08.2026 06:53:49,s.raifa,10.8.44.5,update_order,ord-41762,ok,session,s01088,
2026-08-27 06:54:57,i.bortnik,10.8.31.7,logout,panel,ok,session,s01087,
2026-08-27 06:55:49,s.raifa,10.8.44.5,search_client,ord-33882,ok,session,s01088,
2026-08-27 06:56:40,m.zueva,77.88.21.141,search_client,ord-73760,ok,session,s01089,
2026-08-27 06:58:49,s.raifa,10.8.44.5,add_note,ord-30532,ok,session,s01088,
2026-08-27 07:04:49,s.raifa,10.8.44.5,search_client,ord-89460,ok,session,s01088,
2026-08-27 07:06:49,s.raifa,10.8.44.5,add_note,ord-46590,ok,session,s01088,
27.08.2026 07:18:25,a.sokolov,10.8.14.23,logout,panel,ok,session,s01091,
2026-08-27 07:46:49,s.raifa,10.8.44.5,logout,panel,ok,session,s01088,
2026-08-27 08:18:40,m.zueva,77.88.21.141,logout,panel,ok,session,s01089,
2026-08-27 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-28 05:01:44,s.raifa,10.8.14.21,login,panel,ok,password+mfa,s01094,
2026-08-28 05:08:44,s.raifa,10.8.14.21,view_order,ord-12725,ok,session,s01094,
2026-08-28 05:10:17,i.bortnik,10.8.14.21,login,panel,ok,password+mfa,s01093,
28.08.2026 05:10:44,s.raifa,10.8.14.21,view_order,ord-77553,ok,session,s01094,
2026-08-28 05:10:44,s.raifa,10.8.14.21,search_client,ord-32335,ok,session,s01094,
2026-08-28 05:13:17,i.bortnik,10.8.14.21,view_order,ord-87985,ok,session,s01093,
2026-08-28 05:14:44,s.raifa,10.8.14.21,add_note,ord-32618,ok,session,s01094,
2026-08-28 05:17:10,m.zueva,10.8.14.23,login,panel,ok,password+mfa,s01095,
2026-08-28 05:18:44,s.raifa,10.8.14.21,update_order,ord-40753,ok,session,s01094,
2026-08-28 05:19:17,i.bortnik,10.8.14.21,search_client,ord-73638,ok,session,s01093,
28.08.2026 05:19:17,i.bortnik,10.8.14.21,search_client,ord-49767,ok,session,s01093,
2026-08-28 05:19:44,s.raifa,10.8.14.21,search_client,ord-60180,ok,session,s01094,
2026-08-28 05:21:10,m.zueva,10.8.14.23,update_order,ord-54295,ok,session,s01095,
2026-08-28 05:22:17,i.bortnik,10.8.14.21,view_client,ord-37257,ok,session,s01093,
2026-08-28 05:24:44,s.raifa,10.8.14.21,add_note,ord-71124,ok,session,s01094,
2026-08-28 05:25:10,m.zueva,10.8.14.23,update_order,ord-91560,ok,session,s01095,
2026-08-28 05:25:17,i.bortnik,10.8.14.21,search_client,ord-76781,ok,session,s01093,
28.08.2026 05:26:10,m.zueva,10.8.14.23,update_order,ord-52746,ok,session,s01095,
2026-08-28 05:31:17,i.bortnik,10.8.14.21,search_client,ord-84228,ok,session,s01093,
2026-08-28 05:34:17,i.bortnik,10.8.14.21,update_order,ord-78452,ok,session,s01093,
2026-08-28 05:59:44,s.raifa,10.8.14.21,logout,panel,ok,session,s01094,
2026-08-28 06:17:17,i.bortnik,10.8.14.21,logout,panel,ok,session,s01093,
2026-08-28 06:35:22,p.kotov,10.8.14.23,login,panel,ok,password+mfa,s01096,
2026-08-28 06:39:22,p.kotov,10.8.14.23,add_note,ord-82505,ok,session,s01096,
28.08.2026 06:41:22,p.kotov,10.8.14.23,view_order,ord-73577,ok,session,s01096,
2026-08-28 06:46:22,p.kotov,10.8.14.23,add_note,ord-91569,ok,session,s01096,
2026-08-28 06:48:08,d.kravets,10.8.14.21,login,panel,ok,password+mfa,s01092,
2026-08-28 06:52:08,d.kravets,10.8.14.21,add_note,ord-34385,ok,session,s01092,
2026-08-28 06:54:08,d.kravets,10.8.14.21,update_order,ord-95145,ok,session,s01092,
2026-08-28 06:58:08,d.kravets,10.8.14.21,view_client,ord-18271,ok,session,s01092,
2026-08-28 07:03:08,d.kravets,10.8.14.21,search_client,ord-47560,ok,session,s01092,
28.08.2026 07:05:08,d.kravets,10.8.14.21,view_client,ord-98735,ok,session,s01092,
2026-08-28 07:08:08,d.kravets,10.8.14.21,view_order,ord-27871,ok,session,s01092,
2026-08-28 07:13:08,d.kravets,10.8.14.21,update_order,ord-14705,ok,session,s01092,
2026-08-28 07:24:10,m.zueva,10.8.14.23,logout,panel,ok,session,s01095,
2026-08-28 07:56:22,p.kotov,10.8.14.23,logout,panel,ok,session,s01096,
2026-08-28 08:14:08,d.kravets,10.8.14.21,logout,panel,ok,session,s01092,
2026-08-28 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
29.08.2026 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-30 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-08-31 05:05:55,s.raifa,10.8.14.22,login,panel,ok,password+mfa,s01098,
2026-08-31 05:10:55,s.raifa,10.8.14.22,add_note,ord-98270,ok,session,s01098,
2026-08-31 05:11:55,s.raifa,10.8.14.22,view_order,ord-55259,ok,session,s01098,
2026-08-31 05:15:55,s.raifa,10.8.14.22,update_order,ord-88281,ok,session,s01098,
2026-08-31 05:46:55,s.raifa,10.8.14.22,logout,panel,ok,session,s01098,
31.08.2026 06:00:41,m.zueva,10.8.14.23,login,panel,ok,password+mfa,s01099,
2026-08-31 06:04:53,p.kotov,10.8.14.21,login,panel,ok,password+mfa,s01100,
2026-08-31 06:05:41,m.zueva,10.8.14.23,view_client,ord-69290,ok,session,s01099,
2026-08-31 06:06:41,m.zueva,10.8.14.23,update_order,ord-86987,ok,session,s01099,
2026-08-31 06:10:41,m.zueva,10.8.14.23,add_note,ord-21172,ok,session,s01099,
2026-08-31 06:10:53,p.kotov,10.8.14.21,update_order,ord-85252,ok,session,s01100,
2026-08-31 06:11:53,p.kotov,10.8.14.21,view_client,ord-67711,ok,session,s01100,
31.08.2026 06:13:41,m.zueva,10.8.14.23,view_order,ord-55154,ok,session,s01099,
2026-08-31 06:14:53,p.kotov,10.8.14.21,search_client,ord-55844,ok,session,s01100,
2026-08-31 06:18:41,m.zueva,10.8.14.23,view_client,ord-70011,ok,session,s01099,
2026-08-31 06:21:41,m.zueva,10.8.14.23,view_order,ord-62845,ok,session,s01099,
2026-08-31 06:21:41,m.zueva,10.8.14.23,update_order,ord-27242,ok,session,s01099,
2026-08-31 06:24:18,d.kravets,10.8.44.5,login,panel,ok,password+mfa,s01097,
2026-08-31 06:27:18,d.kravets,10.8.44.5,view_order,ord-19842,ok,session,s01097,
31.08.2026 06:33:18,d.kravets,10.8.44.5,view_order,ord-94876,ok,session,s01097,
2026-08-31 06:34:18,d.kravets,10.8.44.5,view_order,ord-17715,ok,session,s01097,
2026-08-31 06:48:52,a.sokolov,10.8.31.7,login,panel,ok,password+mfa,s01101,
2026-08-31 06:51:52,a.sokolov,10.8.31.7,update_order,ord-22606,ok,session,s01101,
2026-08-31 06:57:52,a.sokolov,10.8.31.7,view_client,ord-51010,ok,session,s01101,
2026-08-31 07:03:53,p.kotov,10.8.14.21,logout,panel,ok,session,s01100,
2026-08-31 07:20:41,m.zueva,10.8.14.23,logout,panel,ok,session,s01099,
31.08.2026 08:31:18,d.kravets,10.8.44.5,logout,panel,ok,session,s01097,
2026-08-31 08:31:52,a.sokolov,10.8.31.7,logout,panel,ok,session,s01101,
2026-08-31 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-08.csv,ok,service,svc-backup,
2026-09-01 05:02:13,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01105,
2026-09-01 05:07:13,p.kotov,10.8.14.22,update_order,ord-88589,ok,session,s01105,
2026-09-01 05:11:13,p.kotov,10.8.14.22,view_order,ord-24057,ok,session,s01105,
2026-09-01 05:11:13,p.kotov,10.8.14.22,search_client,ord-19674,ok,session,s01105,
01.09.2026 05:17:13,p.kotov,10.8.14.22,view_client,ord-52527,ok,session,s01105,
2026-09-01 05:17:37,i.bortnik,10.8.14.21,login,panel,ok,password+mfa,s01103,
2026-09-01 05:18:13,p.kotov,10.8.14.22,add_note,ord-93080,ok,session,s01105,
2026-09-01 05:20:37,i.bortnik,10.8.14.21,add_note,ord-34368,ok,session,s01103,
2026-09-01 05:24:13,p.kotov,10.8.14.22,view_order,ord-43575,ok,session,s01105,
2026-09-01 05:25:13,p.kotov,10.8.14.22,search_client,ord-90804,ok,session,s01105,
2026-09-01 05:27:37,i.bortnik,10.8.14.21,update_order,ord-80321,ok,session,s01103,
01.09.2026 05:27:37,i.bortnik,10.8.14.21,update_order,ord-98522,ok,session,s01103,
2026-09-01 05:39:59,s.raifa,10.8.14.22,login,panel,ok,password+mfa,s01104,
2026-09-01 05:46:59,s.raifa,10.8.14.22,view_order,ord-96820,ok,session,s01104,
2026-09-01 05:48:59,s.raifa,10.8.14.22,view_order,ord-11739,ok,session,s01104,
2026-09-01 05:50:59,s.raifa,10.8.14.22,search_client,ord-39346,ok,session,s01104,
2026-09-01 05:53:59,s.raifa,10.8.14.22,view_order,ord-20008,ok,session,s01104,
2026-09-01 05:58:59,s.raifa,10.8.14.22,view_client,ord-51884,ok,session,s01104,
01.09.2026 06:01:25,d.kravets,10.8.14.23,login,panel,ok,password+mfa,s01102,
2026-09-01 06:04:37,i.bortnik,10.8.14.21,logout,panel,ok,session,s01103,
2026-09-01 06:05:25,d.kravets,10.8.14.23,add_note,ord-11590,ok,session,s01102,
2026-09-01 06:10:25,d.kravets,10.8.14.23,update_order,ord-51074,ok,session,s01102,
2026-09-01 06:11:25,d.kravets,10.8.14.23,search_client,ord-98445,ok,session,s01102,
2026-09-01 06:17:25,d.kravets,10.8.14.23,view_order,ord-98468,ok,session,s01102,
2026-09-01 06:17:25,d.kravets,10.8.14.23,update_order,ord-18417,ok,session,s01102,
01.09.2026 06:51:59,s.raifa,10.8.14.22,logout,panel,ok,session,s01104,
2026-09-01 07:09:13,p.kotov,10.8.14.22,logout,panel,ok,session,s01105,
2026-09-01 07:29:25,d.kravets,10.8.14.23,logout,panel,ok,session,s01102,
2026-09-01 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-02 05:06:21,m.zueva,77.88.21.141,login,panel,ok,password+mfa,s01108,
2026-09-02 05:09:21,m.zueva,77.88.21.141,view_order,ord-68155,ok,session,s01108,
2026-09-02 05:14:21,m.zueva,77.88.21.141,add_note,ord-89384,ok,session,s01108,
02.09.2026 05:18:21,m.zueva,77.88.21.141,search_client,ord-96481,ok,session,s01108,
2026-09-02 05:19:21,m.zueva,77.88.21.141,view_order,ord-98840,ok,session,s01108,
2026-09-02 05:24:21,m.zueva,77.88.21.141,update_order,ord-21036,ok,session,s01108,
2026-09-02 05:27:21,m.zueva,77.88.21.141,view_order,ord-33701,ok,session,s01108,
2026-09-02 05:34:03,a.sokolov,10.8.14.21,login,panel,ok,password+mfa,s01110,
2026-09-02 05:41:03,a.sokolov,10.8.14.21,view_client,ord-86446,ok,session,s01110,
2026-09-02 05:43:03,a.sokolov,10.8.14.21,update_order,ord-34221,ok,session,s01110,
02.09.2026 05:43:03,a.sokolov,10.8.14.21,update_order,ord-25819,ok,session,s01110,
2026-09-02 05:49:03,a.sokolov,10.8.14.21,add_note,ord-36680,ok,session,s01110,
2026-09-02 05:50:03,a.sokolov,10.8.14.21,update_order,ord-89134,ok,session,s01110,
2026-09-02 05:55:03,a.sokolov,10.8.14.21,view_client,ord-97719,ok,session,s01110,
2026-09-02 06:04:38,s.raifa,10.8.31.7,login,panel,ok,password+mfa,s01107,
2026-09-02 06:11:38,s.raifa,10.8.31.7,view_order,ord-64568,ok,session,s01107,
2026-09-02 06:11:38,s.raifa,10.8.31.7,add_note,ord-20133,ok,session,s01107,
02.09.2026 06:25:03,a.sokolov,10.8.14.21,logout,panel,ok,session,s01110,
2026-09-02 06:43:21,m.zueva,77.88.21.141,logout,panel,ok,session,s01108,
2026-09-02 06:51:57,p.kotov,10.8.14.23,login,panel,ok,password+mfa,s01109,
2026-09-02 06:57:11,d.kravets,10.8.14.22,login,panel,ok,password+mfa,s01106,
2026-09-02 06:58:57,p.kotov,10.8.14.23,add_note,ord-30768,ok,session,s01109,
2026-09-02 07:00:11,d.kravets,10.8.14.22,add_note,ord-33880,ok,session,s01106,
2026-09-02 07:00:57,p.kotov,10.8.14.23,view_order,ord-79054,ok,session,s01109,
02.09.2026 07:03:57,p.kotov,10.8.14.23,add_note,ord-97156,ok,session,s01109,
2026-09-02 07:06:11,d.kravets,10.8.14.22,search_client,ord-38773,ok,session,s01106,
2026-09-02 07:06:57,p.kotov,10.8.14.23,search_client,ord-51280,ok,session,s01109,
2026-09-02 07:06:57,p.kotov,10.8.14.23,view_client,ord-51087,ok,session,s01109,
2026-09-02 07:07:11,d.kravets,10.8.14.22,view_client,ord-82645,ok,session,s01106,
2026-09-02 07:09:57,p.kotov,10.8.14.23,add_note,ord-78746,ok,session,s01109,
2026-09-02 07:10:38,s.raifa,10.8.31.7,logout,panel,ok,session,s01107,
02.09.2026 07:13:11,d.kravets,10.8.14.22,search_client,ord-73925,ok,session,s01106,
2026-09-02 07:37:57,p.kotov,10.8.14.23,logout,panel,ok,session,s01109,
2026-09-02 07:47:11,d.kravets,10.8.14.22,logout,panel,ok,session,s01106,
2026-09-02 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-03 05:09:51,s.raifa,10.8.14.22,login,panel,ok,password+mfa,s01112,
2026-09-03 05:13:51,s.raifa,10.8.14.22,update_order,ord-69609,ok,session,s01112,
2026-09-03 05:15:49,i.bortnik,95.108.174.62,login,panel,ok,password+mfa,s01111,
03.09.2026 05:17:51,s.raifa,10.8.14.22,view_order,ord-23737,ok,session,s01112,
2026-09-03 05:19:51,s.raifa,10.8.14.22,search_client,ord-39902,ok,session,s01112,
2026-09-03 05:20:49,i.bortnik,95.108.174.62,add_note,ord-19943,ok,session,s01111,
2026-09-03 05:24:49,i.bortnik,95.108.174.62,view_order,ord-45320,ok,session,s01111,
2026-09-03 05:28:49,i.bortnik,95.108.174.62,update_order,ord-63041,ok,session,s01111,
2026-09-03 05:30:49,i.bortnik,95.108.174.62,view_order,ord-98487,ok,session,s01111,
2026-09-03 05:33:49,i.bortnik,95.108.174.62,view_client,ord-15134,ok,session,s01111,
03.09.2026 05:33:49,i.bortnik,95.108.174.62,view_client,ord-51679,ok,session,s01111,
2026-09-03 05:39:49,i.bortnik,95.108.174.62,update_order,ord-19163,ok,session,s01111,
2026-09-03 05:51:45,p.kotov,10.8.14.22,login,panel,ok,password+mfa,s01113,
2026-09-03 05:56:45,p.kotov,10.8.14.22,view_order,ord-59712,ok,session,s01113,
2026-09-03 06:00:45,p.kotov,10.8.14.22,search_client,ord-81232,ok,session,s01113,
2026-09-03 06:02:45,p.kotov,10.8.14.22,add_note,ord-73508,ok,session,s01113,
2026-09-03 06:27:51,s.raifa,10.8.14.22,logout,panel,ok,session,s01112,
03.09.2026 06:45:58,a.sokolov,10.8.14.23,login,panel,ok,password+mfa,s01114,
2026-09-03 06:49:58,a.sokolov,10.8.14.23,view_order,ord-83457,ok,session,s01114,
2026-09-03 06:54:58,a.sokolov,10.8.14.23,view_order,ord-26266,ok,session,s01114,
2026-09-03 06:55:58,a.sokolov,10.8.14.23,view_order,ord-26449,ok,session,s01114,
2026-09-03 06:57:49,i.bortnik,95.108.174.62,logout,panel,ok,session,s01111,
2026-09-03 07:00:58,a.sokolov,10.8.14.23,update_order,ord-58370,ok,session,s01114,
2026-09-03 07:04:58,a.sokolov,10.8.14.23,view_order,ord-45980,ok,session,s01114,
03.09.2026 07:04:58,a.sokolov,10.8.14.23,update_order,ord-34955,ok,session,s01114,
2026-09-03 07:05:45,p.kotov,10.8.14.22,logout,panel,ok,session,s01113,
2026-09-03 07:10:58,a.sokolov,10.8.14.23,view_client,ord-64307,ok,session,s01114,
2026-09-03 07:49:58,a.sokolov,10.8.14.23,logout,panel,ok,session,s01114,
2026-09-03 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-04 05:08:47,d.kravets,10.8.14.21,login,panel,ok,password+mfa,s01115,
2026-09-04 05:14:47,d.kravets,10.8.14.21,search_client,ord-15618,ok,session,s01115,
04.09.2026 05:17:47,d.kravets,10.8.14.21,add_note,ord-29420,ok,session,s01115,
2026-09-04 05:19:47,d.kravets,10.8.14.21,search_client,ord-63454,ok,session,s01115,
2026-09-04 05:21:32,a.sokolov,10.8.14.21,login,panel,ok,password+mfa,s01119,
2026-09-04 05:21:47,d.kravets,10.8.14.21,add_note,ord-78248,ok,session,s01115,
2026-09-04 05:24:32,a.sokolov,10.8.14.21,add_note,ord-63807,ok,session,s01119,
2026-09-04 05:28:32,a.sokolov,10.8.14.21,search_client,ord-36954,ok,session,s01119,
2026-09-04 05:30:32,a.sokolov,10.8.14.21,view_order,ord-17856,ok,session,s01119,
04.09.2026 05:33:32,a.sokolov,10.8.14.21,view_client,ord-89462,ok,session,s01119,
2026-09-04 05:38:32,a.sokolov,10.8.14.21,view_client,ord-48674,ok,session,s01119,
2026-09-04 05:39:32,a.sokolov,10.8.14.21,view_client,ord-32345,ok,session,s01119,
2026-09-04 05:57:29,i.bortnik,10.8.44.5,login,panel,ok,password+mfa,s01116,
2026-09-04 06:04:29,i.bortnik,10.8.44.5,search_client,ord-61868,ok,session,s01116,
2026-09-04 06:04:29,i.bortnik,10.8.44.5,search_client,ord-45985,ok,session,s01116,
2026-09-04 06:06:29,i.bortnik,10.8.44.5,search_client,ord-72557,ok,session,s01116,
04.09.2026 06:09:29,i.bortnik,10.8.44.5,view_client,ord-66506,ok,session,s01116,
2026-09-04 06:14:29,i.bortnik,10.8.44.5,view_client,ord-15110,ok,session,s01116,
2026-09-04 06:17:32,a.sokolov,10.8.14.21,logout,panel,ok,session,s01119,
2026-09-04 06:17:59,s.raifa,10.8.44.5,login,panel,ok,password+mfa,s01117,
2026-09-04 06:18:29,i.bortnik,10.8.44.5,add_note,ord-41920,ok,session,s01116,
2026-09-04 06:21:59,s.raifa,10.8.44.5,view_client,ord-45544,ok,session,s01117,
2026-09-04 06:24:59,s.raifa,10.8.44.5,add_note,ord-21288,ok,session,s01117,
04.09.2026 06:49:12,m.zueva,77.88.21.141,login,panel,ok,password+mfa,s01118,
2026-09-04 06:52:12,m.zueva,77.88.21.141,search_client,ord-38001,ok,session,s01118,
2026-09-04 06:58:12,m.zueva,77.88.21.141,view_client,ord-14720,ok,session,s01118,
2026-09-04 07:01:12,m.zueva,77.88.21.141,view_client,ord-63020,ok,session,s01118,
2026-09-04 07:02:12,m.zueva,77.88.21.141,update_order,ord-28402,ok,session,s01118,
2026-09-04 07:08:47,d.kravets,10.8.14.21,logout,panel,ok,session,s01115,
2026-09-04 07:14:29,i.bortnik,10.8.44.5,logout,panel,ok,session,s01116,
04.09.2026 07:24:59,s.raifa,10.8.44.5,logout,panel,ok,session,s01117,
2026-09-04 08:24:12,m.zueva,77.88.21.141,logout,panel,ok,session,s01118,
2026-09-04 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-05 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-06 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-07 05:52:16,d.kravets,10.8.14.23,login,panel,ok,password+mfa,s01120,
2026-09-07 05:57:16,d.kravets,10.8.14.23,add_note,ord-39490,ok,session,s01120,
07.09.2026 06:02:16,d.kravets,10.8.14.23,view_client,ord-97404,ok,session,s01120,
2026-09-07 06:03:16,d.kravets,10.8.14.23,search_client,ord-61262,ok,session,s01120,
2026-09-07 06:24:29,p.kotov,10.8.44.5,login,panel,ok,password+mfa,s01124,
2026-09-07 06:30:29,p.kotov,10.8.44.5,view_order,ord-41898,ok,session,s01124,
2026-09-07 06:31:29,p.kotov,10.8.44.5,update_order,ord-84006,ok,session,s01124,
2026-09-07 06:35:29,p.kotov,10.8.44.5,search_client,ord-45009,ok,session,s01124,
2026-09-07 06:38:46,s.raifa,10.8.14.23,login,panel,ok,password+mfa,s01122,
07.09.2026 06:39:36,m.zueva,10.8.14.21,login,panel,ok,password+mfa,s01123,
2026-09-07 06:40:29,p.kotov,10.8.44.5,view_client,ord-89116,ok,session,s01124,
2026-09-07 06:41:29,p.kotov,10.8.44.5,update_order,ord-57810,ok,session,s01124,
2026-09-07 06:43:29,p.kotov,10.8.44.5,update_order,ord-42923,ok,session,s01124,
2026-09-07 06:43:36,m.zueva,10.8.14.21,view_client,ord-99947,ok,session,s01123,
2026-09-07 06:44:46,s.raifa,10.8.14.23,add_note,ord-23703,ok,session,s01122,
2026-09-07 06:46:46,s.raifa,10.8.14.23,search_client,ord-60787,ok,session,s01122,
07.09.2026 06:48:36,m.zueva,10.8.14.21,view_client,ord-97821,ok,session,s01123,
2026-09-07 06:48:46,s.raifa,10.8.14.23,view_order,ord-55393,ok,session,s01122,
2026-09-07 06:49:36,m.zueva,10.8.14.21,view_order,ord-23839,ok,session,s01123,
2026-09-07 06:51:46,s.raifa,10.8.14.23,search_client,ord-36468,ok,session,s01122,
2026-09-07 06:53:36,m.zueva,10.8.14.21,view_order,ord-64897,ok,session,s01123,
2026-09-07 06:53:46,s.raifa,10.8.14.23,add_note,ord-92731,ok,session,s01122,
2026-09-07 06:54:36,m.zueva,10.8.14.21,add_note,ord-90892,ok,session,s01123,
07.09.2026 06:59:16,i.bortnik,10.8.14.22,login,panel,ok,password+mfa,s01121,
2026-09-07 06:59:36,m.zueva,10.8.14.21,view_order,ord-19592,ok,session,s01123,
2026-09-07 07:00:46,s.raifa,10.8.14.23,view_order,ord-72968,ok,session,s01122,
2026-09-07 07:01:46,s.raifa,10.8.14.23,update_order,ord-42485,ok,session,s01122,
2026-09-07 07:02:16,i.bortnik,10.8.14.22,view_order,ord-71837,ok,session,s01121,
2026-09-07 07:03:36,m.zueva,10.8.14.21,view_client,ord-96910,ok,session,s01123,
2026-09-07 07:05:16,i.bortnik,10.8.14.22,update_order,ord-40486,ok,session,s01121,
07.09.2026 07:11:16,i.bortnik,10.8.14.22,update_order,ord-96971,ok,session,s01121,
2026-09-07 07:12:16,i.bortnik,10.8.14.22,view_client,ord-78195,ok,session,s01121,
2026-09-07 07:18:16,i.bortnik,10.8.14.22,view_order,ord-49364,ok,session,s01121,
2026-09-07 07:20:16,i.bortnik,10.8.14.22,search_client,ord-48357,ok,session,s01121,
2026-09-07 07:21:16,d.kravets,10.8.14.23,logout,panel,ok,session,s01120,
2026-09-07 07:34:36,m.zueva,10.8.14.21,logout,panel,ok,session,s01123,
2026-09-07 08:22:29,p.kotov,10.8.44.5,logout,panel,ok,session,s01124,
07.09.2026 08:46:46,s.raifa,10.8.14.23,logout,panel,ok,session,s01122,
2026-09-07 09:03:16,i.bortnik,10.8.14.22,logout,panel,ok,session,s01121,
2026-09-07 22:15:00,watcher,10.9.2.10,backup_write,/backup/clients_2026-09.csv,ok,service,svc-backup,
2026-09-08 05:07:50,d.kravets,77.88.21.140,login,panel,ok,password+mfa,s01125,
2026-09-08 05:08:06,i.bortnik,10.8.14.22,login,panel,ok,password+mfa,s01126,
2026-09-08 05:11:50,d.kravets,77.88.21.140,add_note,ord-29117,ok,session,s01125,
2026-09-08 05:13:06,i.bortnik,10.8.14.22,add_note,ord-67625,ok,session,s01126,
08.09.2026 05:14:50,d.kravets,77.88.21.140,add_note,ord-15068,ok,session,s01125,
2026-09-08 05:18:06,i.bortnik,10.8.14.22,update_order,ord-62216,ok,session,s01126,
2026-09-08 05:18:50,d.kravets,77.88.21.140,view_order,ord-31043,ok,session,s01125,
2026-09-08 05:20:50,d.kravets,77.88.21.140,add_note,ord-64558,ok,session,s01125,
2026-09-08 05:21:06,i.bortnik,10.8.14.22,search_client,ord-21314,ok,session,s01126,
2026-09-08 05:21:06,i.bortnik,10.8.14.22,view_client,ord-17716,ok,session,s01126,
2026-09-08 05:26:06,i.bortnik,10.8.14.22,update_order,ord-16215,ok,session,s01126,
08.09.2026 05:27:06,i.bortnik,10.8.14.22,add_note,ord-21395,ok,session,s01126,
2026-09-08 05:30:20,s.raifa,10.8.31.7,login,panel,ok,password+mfa,s01127,
2026-09-08 05:36:20,s.raifa,10.8.31.7,view_order,ord-59214,ok,session,s01127,
2026-09-08 05:37:20,s.raifa,10.8.31.7,update_order,ord-93159,ok,session,s01127,
